osm_id,oneway,lanes,road_type,half_of_one,total_width,non_zero_means,classification,DotRef,DotRef_Lts,width
331140003,None,2,secondary,None,12.30,5.30,6,17636,Lts,6.30
331140007,None,2,secondary,None,12.30,7.00,6,17659,Lts,6.30
331140010,None,2,secondary,None,12.30,7.10,6,17622,Lts,6.30
331140011,None,2,secondary,None,12.30,6.90,6,17636,Lts,6.30
331140013,None,2,secondary,None,12.30,6.10,6,17636,Lts,6.30
331140015,None,2,secondary,None,12.30,6.80,6,17636,Lts,6.30
331142256,None,2,secondary,None,12.30,6.50,6,17656,Lts,6.30
331153815,None,2,secondary,None,12.30,0.00,5,331153815,secondary,6.30
331994955,None,2,secondary,None,12.30,16.30,3a,994,Lts,6.30
332053505,None,2,secondary,None,12.30,None,6,332053505,secondary,6.30
332199461,None,2,secondary,None,12.30,7.10,6,13257,Lts,6.30
332213079,None,2,secondary,None,12.30,0.00,5,332213079,secondary,6.30
332216010,None,2,secondary,None,12.30,0.00,5,332216010,secondary,6.30
332216011,None,2,secondary,None,12.30,0.00,5,332216011,secondary,6.30
332216013,None,2,secondary,None,12.30,0.00,5,332216013,secondary,6.30
332216015,None,2,secondary,None,12.30,0.00,5,332216015,secondary,6.30
332216017,None,2,secondary,None,12.30,0.00,5,332216017,secondary,6.30
332483369,None,2,secondary,None,12.30,None,6,10650,Lts,6.30
332605572,None,2,secondary,None,12.30,None,6,10645,Lts,6.30
334243378,None,2,secondary,None,12.30,0.00,5,951701,DotRef,6.30
334243379,None,2,secondary,None,12.30,7.30,6,951701,DotRef,6.30
334346610,None,2,secondary,None,12.30,11.00,3a,2254,Lts,6.30
334385006,None,2,secondary,None,12.30,None,6,13246,Lts,6.30
334385010,None,2,secondary,None,12.30,None,6,13246,Lts,6.30
334385017,None,2,secondary,None,12.30,None,6,13396,Lts,6.30
334387673,None,2,secondary,None,12.30,None,6,13233,Lts,6.30
334387674,None,1,secondary,None,9.15,None,6,13233,Lts,3.15
334401638,None,2,secondary,None,12.30,None,6,13233,Lts,6.30
334401650,None,2,secondary,None,12.30,None,6,13233,Lts,6.30
334401666,None,2,secondary,None,12.30,None,6,13233,Lts,6.30
335587997,None,2,secondary,None,12.30,0.00,5,335587997,secondary,6.30
338459819,None,1,secondary,None,9.15,16.10,4a,338459819,secondary,3.15
338595836,None,2,secondary,None,12.30,18.70,2a,3758,Lts,6.30
338595838,None,2,secondary,None,12.30,21.00,4b,11306,Lts,6.30
338686327,None,2,secondary,None,12.30,None,6,338686327,secondary,6.30
338689705,None,2,secondary,None,12.30,None,6,338689705,secondary,6.30
338695651,None,2,secondary,None,12.30,None,6,338695651,secondary,6.30
338879591,None,2,secondary,None,12.30,None,6,10656,Lts,6.30
343406589,None,2,secondary,None,12.30,15.00,4a,257,Lts,6.30
343406590,None,1,secondary,None,9.15,15.30,4a,257,Lts,3.15
345338364,None,2,secondary,None,12.30,0.00,5,345338364,secondary,6.30
345595077,None,2,secondary,None,12.30,7.30,6,345595077,secondary,6.30
345595084,None,2,secondary,None,12.30,8.00,6,345595084,secondary,6.30
347597119,None,3,secondary,None,15.45,None,6,13415,Lts,9.45
347943612,None,2,secondary,None,12.30,6.80,6,17622,Lts,6.30
347943613,None,1,secondary,None,9.15,6.70,6,942972,DotRef,3.15
351610069,None,2,secondary,None,12.30,11.90,2a,13191,Lts,6.30
353942000,None,2,secondary,None,12.30,14.00,4a,9486,Lts,6.30
353946241,None,2,secondary,None,12.30,8.00,6,9414,Lts,6.30
353946242,None,2,secondary,None,12.30,7.50,6,9414,Lts,6.30
355467019,None,2,secondary,None,12.30,7.00,6,11035,Lts,6.30
355467021,None,1,secondary,None,9.15,7.40,6,11035,Lts,3.15
355467023,None,2,secondary,None,12.30,7.90,6,11035,Lts,6.30
355467024,None,1,secondary,None,9.15,8.00,6,11032,Lts,3.15
355467025,None,2,secondary,None,12.30,0.00,5,11032,Lts,6.30
355467027,None,1,secondary,None,9.15,7.40,6,11037,Lts,3.15
355487998,None,3,secondary,None,15.45,8.50,6,11045,Lts,9.45
355487999,None,2,secondary,None,12.30,0.00,5,11045,Lts,6.30
355488000,None,1,secondary,None,9.15,0.00,5,11045,Lts,3.15
355488003,None,3,secondary,None,15.45,0.00,5,11045,Lts,9.45
355488006,None,1,secondary,None,9.15,7.40,6,11045,Lts,3.15
355488007,None,2,secondary,None,12.30,7.00,6,11045,Lts,6.30
355488015,None,1,secondary,None,9.15,7.50,6,11035,Lts,3.15
355488016,None,2,secondary,None,12.30,7.00,6,11035,Lts,6.30
355488017,None,2,secondary,None,12.30,7.40,6,11035,Lts,6.30
355535618,None,2,secondary,None,12.30,7.20,6,11051,Lts,6.30
355535619,None,2,secondary,None,12.30,6.80,6,11056,Lts,6.30
355535623,None,2,secondary,None,12.30,6.20,6,11051,Lts,6.30
356214069,None,2,secondary,None,12.30,7.80,6,942848,DotRef,6.30
356214072,None,1,secondary,None,9.15,6.60,6,942848,DotRef,3.15
356214082,None,1,secondary,None,9.15,7.20,6,11084,Lts,3.15
357264415,None,2,secondary,None,12.30,6.60,6,9972,Lts,6.30
357278351,None,2,secondary,None,12.30,7.70,6,9972,Lts,6.30
357774245,None,2,secondary,None,12.30,9.10,6,11126,Lts,6.30
357774251,None,2,secondary,None,12.30,8.00,6,16860,DotRef,6.30
357774276,None,2,secondary,None,12.30,8.20,6,16860,DotRef,6.30
360697724,None,2,secondary,None,12.30,7.90,6,6591,Lts,6.30
360697725,None,2,secondary,None,12.30,16.00,2a,6591,Lts,6.30
360817999,None,2,secondary,None,12.30,9.10,6,360817999,secondary,6.30
363760407,None,2,secondary,None,12.30,7.20,6,9972,Lts,6.30
363760408,None,2,secondary,None,12.30,8.40,6,9972,Lts,6.30
363760448,None,2,secondary,None,12.30,5.70,6,10024,Lts,6.30
364178168,None,2,secondary,None,12.30,6.20,6,10203,Lts,6.30
364435634,None,2,secondary,None,12.30,None,6,10619,Lts,6.30
364435635,None,3,secondary,None,15.45,None,6,10619,Lts,9.45
364435637,None,2,secondary,None,12.30,None,6,10619,Lts,6.30
364435638,None,1,secondary,None,9.15,None,6,10619,Lts,3.15
364435639,None,1,secondary,None,9.15,None,6,10619,Lts,3.15
364644283,None,2,secondary,None,12.30,12.70,3a,4236,Lts,6.30
364644284,None,2,secondary,None,12.30,12.60,3a,4236,Lts,6.30
364644285,None,2,secondary,None,12.30,7.90,6,4235,Lts,6.30
367546810,None,2,secondary,None,12.30,0.00,5,2673,Lts,6.30
367546811,None,1,secondary,None,9.15,0.00,5,2673,Lts,3.15
367546812,None,2,secondary,None,12.30,0.00,5,2254,Lts,6.30
367546813,None,1,secondary,None,9.15,0.00,5,2254,Lts,3.15
367546814,None,2,secondary,None,12.30,7.40,6,2673,Lts,6.30
369174399,None,2,secondary,None,12.30,6.80,6,9339,Lts,6.30
369410352,None,2,secondary,None,12.30,6.50,6,13251,Lts,6.30
369928715,None,2,secondary,None,12.30,None,6,13233,Lts,6.30
370371632,None,2,secondary,None,12.30,8.20,6,4437,Lts,6.30
370458278,None,2,secondary,None,12.30,10.40,1a,13275,Lts,6.30
370458280,None,2,secondary,None,12.30,8.60,6,13275,Lts,6.30
370705250,None,2,secondary,None,12.30,7.00,6,1862,Lts,6.30
370744834,None,2,secondary,None,12.30,0.00,5,370744834,secondary,6.30
370859530,None,2,secondary,None,12.30,7.90,6,942727,DotRef,6.30
370869288,None,2,secondary,None,12.30,None,6,370869288,secondary,6.30
370869289,None,2,secondary,None,12.30,None,6,370869289,secondary,6.30
370885718,None,2,secondary,None,12.30,None,6,370885718,secondary,6.30
370885719,None,2,secondary,None,12.30,None,6,370885719,secondary,6.30
370932514,None,2,secondary,None,12.30,None,6,370932514,secondary,6.30
371319143,None,2,secondary,None,12.30,9.90,6,4778,Lts,6.30
371322974,None,2,secondary,None,12.30,7.00,6,951688,DotRef,6.30
371335778,None,2,secondary,None,12.30,6.90,6,4048,Lts,6.30
371335779,None,2,secondary,None,12.30,6.20,6,3957,Lts,6.30
371336772,None,2,secondary,None,12.30,11.30,3a,4285,Lts,6.30
371394191,None,2,secondary,None,12.30,None,6,10813,Lts,6.30
371394192,None,2,secondary,None,12.30,None,6,10813,Lts,6.30
371644655,None,2,secondary,None,12.30,0.00,5,371644655,secondary,6.30
371752195,None,2,secondary,None,12.30,7.20,6,7996,Lts,6.30
371780901,None,1,secondary,None,9.15,0.00,5,371780901,secondary,3.15
371781637,None,2,secondary,None,12.30,0.00,5,371781637,secondary,6.30
371781641,None,1,secondary,None,9.15,0.00,5,371781641,secondary,3.15
371785968,None,2,secondary,None,12.30,0.00,5,371785968,secondary,6.30
371793726,None,2,secondary,None,12.30,None,6,13432,Lts,6.30
371795769,None,2,secondary,None,12.30,None,6,13432,Lts,6.30
371895213,None,2,secondary,None,12.30,7.10,6,5031,Lts,6.30
371895214,None,2,secondary,None,12.30,7.40,6,5031,Lts,6.30
371904943,None,2,secondary,None,12.30,9.00,6,4997,Lts,6.30
371957062,None,2,secondary,None,12.30,None,6,13436,Lts,6.30
371957063,None,2,secondary,None,12.30,None,6,13436,Lts,6.30
371963823,None,2,secondary,None,12.30,None,6,13415,Lts,6.30
371967422,None,2,secondary,None,12.30,None,6,10656,Lts,6.30
371968622,None,1,secondary,None,9.15,None,6,13410,Lts,3.15
372223314,None,1,secondary,None,9.15,None,6,10645,Lts,3.15
372223343,None,2,secondary,None,12.30,None,6,10659,Lts,6.30
372475366,None,2,secondary,None,12.30,7.30,6,942398,DotRef,6.30
372475367,None,2,secondary,None,12.30,7.30,6,942398,DotRef,6.30
372475368,None,2,secondary,None,12.30,14.60,3a,942398,DotRef,6.30
372692214,None,2,secondary,None,12.30,6.70,6,17493,Lts,6.30
372692217,None,2,secondary,None,12.30,6.10,6,17493,Lts,6.30
372711363,None,2,secondary,None,12.30,10.70,4a,5893,Lts,6.30
372721775,None,1,secondary,None,9.15,10.90,1a,5834,Lts,3.15
372792700,None,2,secondary,None,12.30,9.60,6,5663,Lts,6.30
372792701,None,2,secondary,None,12.30,11.80,1a,5663,Lts,6.30
372797980,None,2,secondary,None,12.30,7.00,6,5815,Lts,6.30
372797981,None,2,secondary,None,12.30,10.10,3a,5815,Lts,6.30
373187252,None,2,secondary,None,12.30,5.90,6,373187252,secondary,6.30
373187253,None,2,secondary,None,12.30,0.00,5,373187253,secondary,6.30
373191295,None,2,secondary,None,12.30,None,6,373191295,secondary,6.30
373191296,None,2,secondary,None,12.30,None,6,373191296,secondary,6.30
373336402,None,2,secondary,None,12.30,0.00,5,373336402,secondary,6.30
373399667,None,2,secondary,None,12.30,7.10,6,6421,Lts,6.30
373842482,None,2,secondary,None,12.30,8.90,6,5896,Lts,6.30
373842483,None,2,secondary,None,12.30,8.40,6,5896,Lts,6.30
373871277,None,2,secondary,None,12.30,6.90,6,9011,Lts,6.30
373871279,None,2,secondary,None,12.30,0.00,5,9011,Lts,6.30
373871366,None,2,secondary,None,12.30,6.20,6,9066,Lts,6.30
373871370,None,2,secondary,None,12.30,4.00,6,9066,Lts,6.30
373871549,None,2,secondary,None,12.30,7.00,6,9065,Lts,6.30
373871550,None,2,secondary,None,12.30,7.40,6,9065,Lts,6.30
373881471,None,2,secondary,None,12.30,8.50,6,2895,Lts,6.30
373881472,None,2,secondary,None,12.30,6.10,6,2895,Lts,6.30
373884750,None,2,secondary,None,12.30,9.30,6,2905,Lts,6.30
373884751,None,2,secondary,None,12.30,8.30,6,2905,Lts,6.30
373890877,None,2,secondary,None,12.30,7.40,6,990540,DotRef,6.30
373890878,None,2,secondary,None,12.30,8.20,6,990540,DotRef,6.30
374047320,None,2,secondary,None,12.30,42.90,1c,930067,DotRef,6.30
374052204,None,2,secondary,None,12.30,8.00,6,942922,DotRef,6.30
374052821,None,2,secondary,None,12.30,18.40,1a,9523,Lts,6.30
374053275,None,2,secondary,None,12.30,8.30,6,942916,DotRef,6.30
374053276,None,2,secondary,None,12.30,9.00,6,942916,DotRef,6.30
374054370,None,2,secondary,None,12.30,6.60,6,10405,Lts,6.30
374054371,None,2,secondary,None,12.30,7.00,6,10405,Lts,6.30
374054808,None,2,secondary,None,12.30,6.90,6,5773,Lts,6.30
374054844,None,2,secondary,None,12.30,0.00,5,5767,Lts,6.30
374057345,None,2,secondary,None,12.30,None,6,374057345,secondary,6.30
374057346,None,2,secondary,None,12.30,None,6,374057346,secondary,6.30
374424561,None,2,secondary,None,12.30,7.60,6,5031,Lts,6.30
374424562,None,2,secondary,None,12.30,7.20,6,5031,Lts,6.30
374436223,None,2,secondary,None,12.30,0.00,5,374436223,secondary,6.30
374436224,None,2,secondary,None,12.30,0.00,5,374436224,secondary,6.30
374535151,None,2,secondary,None,12.30,0.00,5,9327,Lts,6.30
374535152,None,2,secondary,None,12.30,0.00,5,9327,Lts,6.30
374934688,None,2,secondary,None,12.30,8.90,6,13145,Lts,6.30
374934689,None,2,secondary,None,12.30,0.00,5,12791,Lts,6.30
374935975,None,2,secondary,None,12.30,7.40,6,13266,Lts,6.30
374972442,None,2,secondary,None,12.30,0.00,5,10556,Lts,6.30
375046559,None,2,secondary,None,12.30,7.80,6,9414,Lts,6.30
375046602,None,2,secondary,None,12.30,8.40,6,9414,Lts,6.30
375046626,None,2,secondary,None,12.30,9.20,6,9414,Lts,6.30
375067377,None,2,secondary,None,12.30,6.40,6,7407,Lts,6.30
375067382,None,2,secondary,None,12.30,7.00,6,7407,Lts,6.30
375216757,None,2,secondary,None,12.30,8.30,6,8029,Lts,6.30
375341449,None,2,secondary,None,12.30,7.00,6,15307,Lts,6.30
375903765,None,2,secondary,None,12.30,None,6,375903765,secondary,6.30
375903766,None,2,secondary,None,12.30,None,6,375903766,secondary,6.30
375903767,None,2,secondary,None,12.30,None,6,375903767,secondary,6.30
379931672,None,2,secondary,None,12.30,6.50,6,9010,Lts,6.30
380019585,None,2,secondary,None,12.30,7.90,6,8949,Lts,6.30
380036001,None,2,secondary,None,12.30,7.00,6,9020,Lts,6.30
380116489,None,2,secondary,None,12.30,28.10,2b,38179,DotRef,6.30
380349920,None,2,secondary,None,12.30,12.70,3a,990140,DotRef,6.30
380357720,None,2,secondary,None,12.30,7.10,6,8648,Lts,6.30
380357721,None,2,secondary,None,12.30,6.70,6,8862,Lts,6.30
380357723,None,2,secondary,None,12.30,7.70,6,8859,Lts,6.30
380357726,None,2,secondary,None,12.30,6.50,6,8631,Lts,6.30
380357729,None,2,secondary,None,12.30,8.20,6,8859,Lts,6.30
380360668,None,2,secondary,None,12.30,6.50,6,942502,DotRef,6.30
380695674,None,2,secondary,None,12.30,14.90,4a,241,Lts,6.30
380912634,None,2,secondary,None,12.30,6.00,6,3244,Lts,6.30
380912636,None,2,secondary,None,12.30,6.80,6,3243,Lts,6.30
382594721,None,2,secondary,None,12.30,8.30,6,5637,Lts,6.30
382594722,None,2,secondary,None,12.30,9.20,6,5637,Lts,6.30
383210219,None,2,secondary,None,12.30,13.80,3a,6408,Lts,6.30
384764141,None,2,secondary,None,12.30,18.30,2a,35,Lts,6.30
384960886,None,2,secondary,None,12.30,0.00,5,17485,Lts,6.30
385640696,None,2,secondary,None,12.30,7.00,6,1807,Lts,6.30
385640699,None,2,secondary,None,12.30,6.70,6,1807,Lts,6.30
385640702,None,2,secondary,None,12.30,0.00,5,1807,Lts,6.30
385644284,None,2,secondary,None,12.30,9.40,6,5150,Lts,6.30
385644285,None,2,secondary,None,12.30,8.70,6,5150,Lts,6.30
385703091,None,2,secondary,None,12.30,0.00,5,385703091,secondary,6.30
385703092,None,2,secondary,None,12.30,0.00,5,385703092,secondary,6.30
385914044,None,2,secondary,None,12.30,0.00,5,1854,Lts,6.30
385914047,None,2,secondary,None,12.30,7.00,6,1854,Lts,6.30
385914049,None,2,secondary,None,12.30,5.50,6,1854,Lts,6.30
385914051,None,2,secondary,None,12.30,7.00,6,1854,Lts,6.30
386686362,None,2,secondary,None,12.30,19.40,1a,4429,Lts,6.30
386716660,None,2,secondary,None,12.30,0.00,5,11217,Lts,6.30
386968669,None,2,secondary,None,12.30,11.50,2a,4914,Lts,6.30
386968671,None,2,secondary,None,12.30,7.80,6,4978,Lts,6.30
386968683,None,2,secondary,None,12.30,8.20,6,5001,Lts,6.30
387163992,None,2,secondary,None,12.30,7.40,6,5147,Lts,6.30
387224415,None,2,secondary,None,12.30,12.80,1a,5088,Lts,6.30
387224423,None,2,secondary,None,12.30,12.90,3a,5088,Lts,6.30
388339784,None,2,secondary,None,12.30,6.90,6,4959,Lts,6.30
388339786,None,3,secondary,None,15.45,10.30,3a,6289,Lts,9.45
389259173,None,1,secondary,None,9.15,10.20,1a,4295,Lts,3.15
389409881,None,2,secondary,None,12.30,5.20,6,4978,Lts,6.30
389427472,None,2,secondary,None,12.30,10.30,3a,4116,Lts,6.30
389427488,None,2,secondary,None,12.30,9.90,6,4116,Lts,6.30
391171802,None,2,secondary,None,12.30,7.50,6,2085,Lts,6.30
391171803,None,2,secondary,None,12.30,8.00,6,1928,Lts,6.30
391398733,None,2,secondary,None,12.30,0.00,5,17101,Lts,6.30
391398734,None,2,secondary,None,12.30,7.00,6,17102,Lts,6.30
391398735,None,2,secondary,None,12.30,7.00,6,17102,Lts,6.30
391408703,None,2,secondary,None,12.30,None,6,391408703,secondary,6.30
391598521,None,2,secondary,None,12.30,7.50,6,6327,Lts,6.30
391783023,None,2,secondary,None,12.30,8.40,6,10002,Lts,6.30
391783039,None,2,secondary,None,12.30,None,6,10533,Lts,6.30
391783041,None,2,secondary,None,12.30,None,6,10533,Lts,6.30
392134508,None,2,secondary,None,12.30,32.50,2c,30,Lts,6.30
395163026,None,2,secondary,None,12.30,7.10,6,4981,Lts,6.30
395163027,None,2,secondary,None,12.30,7.10,6,4981,Lts,6.30
395164394,None,2,secondary,None,12.30,8.80,6,5311,Lts,6.30
395164395,None,2,secondary,None,12.30,7.50,6,5311,Lts,6.30
395164396,None,2,secondary,None,12.30,8.40,6,5311,Lts,6.30
395164397,None,2,secondary,None,12.30,8.10,6,5311,Lts,6.30
395164398,None,2,secondary,None,12.30,8.00,6,5311,Lts,6.30
395164399,None,2,secondary,None,12.30,9.80,6,5311,Lts,6.30
395196461,None,2,secondary,None,12.30,7.00,6,5311,Lts,6.30
395196462,None,2,secondary,None,12.30,18.10,4a,5311,Lts,6.30
395464552,None,2,secondary,None,12.30,7.60,6,6327,Lts,6.30
395464553,None,2,secondary,None,12.30,11.90,4a,6327,Lts,6.30
395464554,None,2,secondary,None,12.30,11.70,4a,6327,Lts,6.30
395464557,None,2,secondary,None,12.30,8.90,6,6586,Lts,6.30
395908554,None,2,secondary,None,12.30,7.30,6,2781,Lts,6.30
395908564,None,2,secondary,None,12.30,7.00,6,10168,Lts,6.30
395921206,None,2,secondary,None,12.30,7.70,6,2895,Lts,6.30
396325644,None,2,secondary,None,12.30,4.00,6,2424,Lts,6.30
397697580,None,2,secondary,None,12.30,0.00,5,76039,DotRef,6.30
400023051,None,2,secondary,None,12.30,6.70,6,8661,Lts,6.30
400410755,None,2,secondary,None,12.30,0.00,5,10382,Lts,6.30
400410756,None,2,secondary,None,12.30,0.00,5,10382,Lts,6.30
400410757,None,2,secondary,None,12.30,0.00,5,10382,Lts,6.30
400410758,None,2,secondary,None,12.30,0.00,5,18275,Lts,6.30
400410759,None,2,secondary,None,12.30,0.00,5,10382,Lts,6.30
400410760,None,2,secondary,None,12.30,0.00,5,10382,Lts,6.30
400410761,None,2,secondary,None,12.30,0.00,5,10382,Lts,6.30
401113117,None,2,secondary,None,12.30,7.00,6,15372,Lts,6.30
401511725,None,2,secondary,None,12.30,7.50,6,942362,DotRef,6.30
401511726,None,2,secondary,None,12.30,6.70,6,401511726,secondary,6.30
402278489,None,2,secondary,None,12.30,7.40,6,6421,Lts,6.30
402278490,None,2,secondary,None,12.30,7.80,6,6429,Lts,6.30
402278491,None,2,secondary,None,12.30,8.70,6,6421,Lts,6.30
402278492,None,2,secondary,None,12.30,7.40,6,6429,Lts,6.30
402326865,None,2,secondary,None,12.30,11.10,4a,1921,Lts,6.30
402326866,None,2,secondary,None,12.30,8.80,6,1923,Lts,6.30
402794032,None,2,secondary,None,12.30,6.30,6,6539,Lts,6.30
402967429,None,2,secondary,None,12.30,0.00,5,402967429,secondary,6.30
402967432,None,2,secondary,None,12.30,0.00,5,402967432,secondary,6.30
402967433,None,2,secondary,None,12.30,0.00,5,402967433,secondary,6.30
402967434,None,2,secondary,None,12.30,0.00,5,402967434,secondary,6.30
402967436,None,2,secondary,None,12.30,0.00,5,402967436,secondary,6.30
403101055,None,2,secondary,None,12.30,7.10,6,8811,Lts,6.30
403510518,None,2,secondary,None,12.30,6.90,6,6469,Lts,6.30
403510519,None,2,secondary,None,12.30,7.00,6,6487,Lts,6.30
403701801,None,3,secondary,None,15.45,7.30,6,6289,Lts,9.45
403701802,None,1,secondary,None,9.15,7.00,6,4959,Lts,3.15
403701803,None,3,secondary,None,15.45,7.10,6,5311,Lts,9.45
403701804,None,3,secondary,None,15.45,7.00,6,5311,Lts,9.45
403701805,None,3,secondary,None,15.45,7.00,6,5311,Lts,9.45
404320518,None,2,secondary,None,12.30,7.90,6,10339,Lts,6.30
404320520,None,2,secondary,None,12.30,None,6,10336,Lts,6.30
404320523,None,2,secondary,None,12.30,None,6,10336,Lts,6.30
404320526,None,2,secondary,None,12.30,None,6,10336,Lts,6.30
405215347,None,2,secondary,None,12.30,6.70,6,6429,Lts,6.30
405215348,None,2,secondary,None,12.30,6.90,6,6429,Lts,6.30
405904456,None,2,secondary,None,12.30,0.00,5,405904456,secondary,6.30
405904457,None,2,secondary,None,12.30,0.00,5,405904457,secondary,6.30
405904458,None,2,secondary,None,12.30,0.00,5,405904458,secondary,6.30
405904459,None,2,secondary,None,12.30,0.00,5,405904459,secondary,6.30
405931027,None,2,secondary,None,12.30,0.00,5,405931027,secondary,6.30
406055661,None,2,secondary,None,12.30,6.50,6,930067,DotRef,6.30
406087029,None,2,secondary,None,12.30,0.00,5,9951,Lts,6.30
406281506,None,2,secondary,None,12.30,0.00,5,9579,Lts,6.30
406281507,None,2,secondary,None,12.30,6.70,6,9497,Lts,6.30
406281515,None,2,secondary,None,12.30,6.20,6,9487,Lts,6.30
406681188,None,2,secondary,None,12.30,10.70,4a,6586,Lts,6.30
406681189,None,2,secondary,None,12.30,8.50,6,6586,Lts,6.30
406681190,None,2,secondary,None,12.30,11.10,3a,6601,Lts,6.30
406681191,None,2,secondary,None,12.30,7.20,6,6601,Lts,6.30
